22307482,95.00,94.62,94.77,3.61,22.50,False
22308482,95.00,94.62,94.77,3.63,22.52,False
22309482,95.00,94.62,94.77,3.65,22.55,False
22310482,95.00,94.65,94.77,3.52,22.57,False
22311482,95.00,94.65,94.77,3.53,22.59,False
22312482,95.00,94.65,94.80,3.55,21.86,False
22313482,95.00,94.69,94.77,3.42,22.64,False
22314482,95.00,94.65,94.77,3.58,22.66,False
22315482,95.00,94.69,94.77,3.45,22.68,False
22316482,95.00,94.69,94.73,3.46,23.47,False
22317482,95.00,94.65,94.77,3.62,22.73,False
22318482,95.00,94.69,94.77,3.50,22.76,False
22319482,95.00,94.73,94.73,3.36,23.54,False
22320482,95.00,94.73,94.77,3.37,22.81,False
22321482,95.00,94.73,94.80,3.38,22.07,False
22322482,95.00,94.73,94.80,3.40,22.09,False
22323482,95.00,94.77,94.77,3.26,22.87,False
22324482,95.00,94.73,94.77,3.42,22.89,False
22325482,95.00,94.77,94.84,3.29,21.40,False
22326482,95.00,94.80,94.80,3.14,22.17,False
22327482,95.00,94.84,94.80,3.00,22.19,False
22328482,95.00,94.84,94.84,3.00,21.45,False
22329482,95.00,94.92,94.84,2.71,21.47,False
22330482,95.00,94.88,94.80,2.86,22.24,False
22331482,95.00,94.92,94.80,2.72,22.26,False
22332482,95.00,94.92,94.80,2.72,22.28,False
22333482,95.00,94.99,94.80,2.43,22.30,False
22334482,95.00,94.96,94.84,2.57,21.56,False
22335482,95.00,94.96,94.84,2.57,21.58,False
22336482,95.00,94.96,94.84,2.58,21.59,False
22337482,95.00,94.96,94.80,2.58,22.37,False
22338482,95.00,94.99,94.80,2.43,22.39,False
22339482,95.00,94.99,94.84,2.43,21.65,False
22340482,95.00,94.99,94.80,2.43,22.42,False
22341482,95.00,94.99,94.84,2.43,21.68,False
22342482,95.00,94.99,94.84,2.43,21.70,False
22343482,95.00,94.99,94.88,2.43,20.96,False
22344482,95.00,94.99,94.80,2.43,22.49,False
22345482,95.00,94.96,94.84,2.58,21.75,False
22346482,95.00,94.96,94.84,2.59,21.76,False
22347482,95.00,94.99,94.84,2.44,21.78,False
22348482,95.00,94.96,94.80,2.58,22.55,False
22349482,95.00,94.96,94.84,2.59,21.81,False
22350482,95.00,94.96,94.88,2.59,21.07,False
22351482,95.00,94.96,94.84,2.59,21.84,False
22352482,95.00,94.96,94.84,2.60,21.86,False
22353482,95.00,94.96,94.88,2.60,21.11,False
22354482,95.00,94.99,94.88,2.45,21.13,False
22355482,95.00,94.96,94.88,2.60,21.14,False
22356482,95.00,94.99,94.88,2.45,21.15,False
22357482,95.00,95.03,94.84,2.30,21.92,False
22358482,95.00,94.99,94.88,2.45,21.18,False
22359482,95.00,95.03,94.88,2.30,21.19,False
22360482,95.00,95.03,94.88,2.30,21.20,False
22361482,95.00,95.03,94.92,2.29,20.46,False
22362482,95.00,95.03,94.84,2.29,21.98,False
22363482,95.00,94.99,94.88,2.44,21.24,False
22364482,95.00,94.99,94.84,2.44,22.01,False
22365482,95.00,94.96,94.88,2.59,21.27,False
22366482,95.00,94.96,94.88,2.60,21.28,False
22367482,95.00,94.96,94.84,2.60,22.05,False
22368482,95.00,94.88,94.92,2.90,20.55,False
22369482,95.00,94.88,94.88,2.92,21.31,False
22370482,95.00,94.80,94.92,3.22,20.57,False
22371482,95.00,94.84,94.88,3.09,21.33,False
22372482,95.00,94.77,94.92,3.39,20.59,False
22373482,95.00,94.77,94.92,3.41,20.60,False
22374482,95.00,94.77,94.92,3.42,20.60,False
22375482,95.00,94.73,94.88,3.58,21.37,False
22376482,95.00,94.73,94.88,3.60,21.38,False
