timestamp [ms],T_set [deg C],T_boiler [deg C],T_brew_group [deg C],pwm_boiler [%],pwm_brew_group [%],pump_on
46541,95.00,21.58,21.98,100.00,100.00,False
47541,95.00,21.61,21.98,100.00,100.00,False
48541,95.00,21.58,21.95,100.00,100.00,False
49541,95.00,21.58,21.95,100.00,100.00,False
50541,95.00,21.58,21.98,100.00,100.00,False
51541,95.00,21.58,22.02,100.00,100.00,False
52541,95.00,21.58,22.06,100.00,100.00,False
53541,95.00,21.61,22.06,100.00,100.00,False
54541,95.00,21.58,22.09,100.00,100.00,False
55541,95.00,21.58,22.21,100.00,100.00,False
56541,95.00,21.61,22.21,100.00,100.00,False
57541,95.00,21.73,22.35,100.00,100.00,False
58541,95.00,21.84,22.43,100.00,100.00,False
59541,95.00,22.02,22.54,100.00,100.00,False
60541,95.00,22.28,22.65,100.00,100.00,False
61541,95.00,22.69,22.80,100.00,100.00,False
62541,95.00,23.17,22.98,100.00,100.00,False
63541,95.00,23.61,23.17,100.00,100.00,False
64541,95.00,24.05,23.28,100.00,100.00,False
65541,95.00,24.46,23.50,100.00,100.00,False
66541,95.00,24.90,23.68,100.00,100.00,False
67541,95.00,25.42,23.91,100.00,100.00,False
68541,95.00,25.90,24.09,100.00,100.00,False
69541,95.00,26.42,24.28,100.00,100.00,False
70541,95.00,26.94,24.53,100.00,100.00,False
71541,95.00,27.46,24.79,100.00,100.00,False
72541,95.00,27.94,25.01,100.00,100.00,False
73541,95.00,28.49,25.24,100.00,100.00,False
74541,95.00,29.05,25.46,100.00,100.00,False
75541,95.00,29.68,25.75,100.00,100.00,False
76541,95.00,30.34,26.01,100.00,100.00,False
77541,95.00,31.01,26.27,100.00,100.00,False
78541,95.00,31.71,26.53,100.00,100.00,False
79541,95.00,32.34,26.83,100.00,100.00,False
80541,95.00,32.97,27.05,100.00,100.00,False
81541,95.00,33.64,27.38,100.00,100.00,False
82541,95.00,34.31,27.64,100.00,100.00,False
83541,95.00,35.05,27.90,100.00,100.00,False
84541,95.00,35.72,28.23,100.00,100.00,False
85541,95.00,36.42,28.45,100.00,100.00,False
86541,95.00,37.05,28.79,100.00,100.00,False
87541,95.00,37.61,29.05,100.00,100.00,False
88541,95.00,38.24,29.34,100.00,100.00,False
89541,95.00,38.91,29.64,100.00,100.00,False
90541,95.00,39.54,29.94,100.00,100.00,False
91541,95.00,40.17,30.23,100.00,100.00,False
92541,95.00,40.84,30.49,100.00,100.00,False
93541,95.00,41.51,30.79,100.00,100.00,False
94541,95.00,42.18,31.08,100.00,100.00,False
95541,95.00,42.85,31.42,100.00,100.00,False
96541,95.00,43.51,31.68,100.00,100.00,False
97541,95.00,44.15,32.01,100.00,100.00,False
98541,95.00,44.67,32.31,100.00,100.00,False
99541,95.00,45.26,32.57,100.00,100.00,False
100541,95.00,45.86,32.90,100.00,100.00,False
101541,95.00,46.42,33.20,100.00,100.00,False
102541,95.00,47.01,33.45,100.00,100.00,False
103541,95.00,47.64,33.75,100.00,100.00,False
104541,95.00,48.24,34.05,100.00,100.00,False
105541,95.00,48.87,34.34,100.00,100.00,False
106541,95.00,49.47,34.60,100.00,100.00,False
107541,95.00,50.03,34.94,100.00,100.00,False
108541,95.00,50.59,35.20,100.00,100.00,False
109541,95.00,51.18,35.53,100.00,100.00,False
110541,95.00,51.78,35.79,100.00,100.00,False
111541,95.00,52.41,36.09,100.00,100.00,False
112541,95.00,53.01,36.38,100.00,100.00,False
113541,95.00,53.68,36.68,100.00,100.00,False
114541,95.00,54.31,36.94,100.00,100.00,False
115541,95.00,54.95,37.24,100.00,100.00,False
116541,95.00,55.54,37.53,100.00,100.00,False
117541,95.00,56.14,37.83,100.00,100.00,False
118541,95.00,56.66,38.05,100.00,100.00,False
119541,95.00,57.19,38.39,100.00,100.00,False
120541,95.00,57.78,38.69,100.00,100.00,False
121541,95.00,58.27,38.95,100.00,100.00,False
122541,95.00,58.79,39.24,100.00,100.00,False
123541,95.00,59.35,39.50,100.00,100.00,False
124541,95.00,59.95,39.80,100.00,100.00,False
125541,95.00,60.59,40.06,100.00,100.00,False
126541,95.00,61.22,40.32,100.00,100.00,False
127541,95.00,61.86,40.62,100.00,100.00,False
128541,95.00,62.45,40.91,100.00,100.00,False
129541,95.00,63.05,41.17,100.00,100.00,False
130541,95.00,63.65,41.47,100.00,100.00,False
131541,95.00,64.25,41.69,100.00,100.00,False
132541,95.00,64.89,41.95,100.00,100.00,False
133541,95.00,65.45,42.25,100.00,100.00,False
134541,95.00,66.12,42.51,100.00,100.00,False
135541,95.00,66.76,42.77,100.00,100.00,False
136541,95.00,67.36,43.03,100.00,100.00,False
137541,95.00,67.92,43.33,100.00,100.00,False
138541,95.00,68.48,43.59,100.00,100.00,False
139541,95.00,69.00,43.85,100.00,100.00,False
140541,95.00,69.53,44.11,100.00,100.00,False
141541,95.00,70.13,44.37,100.00,100.00,False
142541,95.00,70.73,44.63,100.00,100.00,False
143541,95.00,71.29,44.89,100.00,100.00,False
144541,95.00,71.89,45.15,100.00,100.00,False
145541,95.00,72.45,45.41,100.00,100.00,False
146541,95.00,72.98,45.67,100.00,100.00,False
147541,95.00,73.54,45.97,100.00,100.00,False
148541,95.00,74.03,46.19,100.00,100.00,False
149541,95.00,74.59,46.42,100.00,100.00,False
150541,95.00,75.15,46.68,99.42,100.00,False
151541,95.00,75.60,46.94,97.61,100.00,False
152541,95.00,76.09,47.16,95.66,100.00,False
153541,95.00,76.62,47.42,93.56,100.00,False
154541,95.00,77.03,47.68,91.90,100.00,False
155541,95.00,77.52,47.90,89.95,100.00,False
156541,95.00,77.93,48.20,88.29,100.00,False
157541,95.00,78.35,48.43,86.64,100.00,False
158541,95.00,78.80,48.65,84.84,100.00,False
159541,95.00,79.17,48.87,83.33,100.00,False
160541,95.00,79.62,49.13,81.53,100.00,False
161541,95.00,80.15,49.39,79.43,100.00,False
162541,95.00,80.71,49.65,77.18,100.00,False
163541,95.00,81.35,49.84,74.63,100.00,False
164541,95.00,81.92,50.14,72.37,100.00,False
165541,95.00,82.52,50.36,69.97,100.00,False
166541,95.00,83.20,50.59,67.26,100.00,False
167541,95.00,83.80,50.85,64.85,100.00,False
168541,95.00,84.32,51.07,62.73,100.00,False
169541,95.00,84.85,51.29,60.63,100.00,False
170541,95.00,85.34,51.52,58.66,100.00,False
171541,95.00,85.79,51.78,56.85,100.00,False
172541,95.00,86.32,52.00,54.75,100.00,False
173541,95.00,86.85,52.23,52.64,100.00,False
174541,95.00,87.34,52.45,50.68,100.00,False
175541,95.00,87.79,52.67,48.87,100.00,False
176541,95.00,88.32,52.93,46.77,100.00,False
177541,95.00,88.81,53.20,44.80,100.00,False
178541,95.00,89.22,53.42,43.14,100.00,False
179541,95.00,89.64,53.64,41.48,100.00,False
180541,95.00,89.94,53.87,40.26,100.00,False
181541,95.00,90.24,54.09,39.05,100.00,False
182541,95.00,90.58,54.28,37.70,100.00,False
183541,95.00,90.96,54.57,36.20,100.00,False
184541,95.00,91.30,54.76,34.83,100.00,False
185541,95.00,91.63,55.02,33.48,100.00,False
186541,95.00,91.94,55.21,32.27,100.00,False
187541,95.00,92.24,55.47,31.06,100.00,False
188541,95.00,92.50,55.66,30.00,100.00,False
189541,95.00,92.80,55.88,28.79,100.00,False
190541,95.00,93.03,56.14,27.88,100.00,False
191541,95.00,93.29,56.33,26.83,100.00,False
192541,95.00,93.56,56.55,25.77,100.00,False
193541,95.00,93.75,56.81,25.01,100.00,False
194541,95.00,93.94,57.00,24.25,100.00,False
195541,95.00,94.20,57.22,23.20,100.00,False
196541,95.00,94.39,57.45,22.44,100.00,False
197541,95.00,94.54,57.71,21.83,100.00,False
198541,95.00,94.77,57.90,20.95,100.00,False
199541,95.00,94.88,58.08,20.49,100.00,False
200541,95.00,94.99,58.31,20.04,100.00,False
201541,95.00,95.11,58.53,19.58,100.00,False
202541,95.00,95.22,58.79,19.11,100.00,False
203541,95.00,95.37,58.98,18.49,100.00,False
204541,95.00,95.48,59.17,18.01,100.00,False
205541,95.00,95.64,59.39,17.38,100.00,False
206541,95.00,95.71,59.61,17.04,100.00,False
207541,95.00,95.79,59.84,16.69,100.00,False
208541,95.00,95.94,60.03,16.05,100.00,False
209541,95.00,95.98,60.29,15.84,100.00,False
210541,95.00,96.09,60.44,15.34,100.00,False
211541,95.00,96.13,60.66,15.12,100.00,False
212541,95.00,96.24,60.85,14.62,100.00,False
213541,95.00,96.35,61.11,14.10,100.00,False
214541,95.00,96.43,61.33,13.72,100.00,False
215541,95.00,96.54,61.52,13.19,100.00,False
216541,95.00,96.58,61.74,12.95,100.00,False
217541,95.00,96.69,61.93,12.42,100.00,False
218541,95.00,96.77,62.16,12.03,100.00,False
219541,95.00,96.84,62.34,11.63,100.00,False
220541,95.00,96.92,62.57,11.24,100.00,False
221541,95.00,96.96,62.75,10.98,100.00,False
222541,95.00,97.03,62.94,10.58,100.00,False
223541,95.00,97.07,63.17,10.32,100.00,False
224541,95.00,97.11,63.39,10.07,100.00,False
225541,95.00,97.11,63.58,9.96,100.00,False
226541,95.00,97.18,63.76,9.56,100.00,False
227541,95.00,97.22,63.99,9.29,100.00,False
228541,95.00,97.26,64.18,9.02,100.00,False
229541,95.00,97.22,64.36,9.06,100.00,False
230541,95.00,97.30,64.59,8.65,100.00,False
231541,95.00,97.37,64.81,8.23,100.00,False
232541,95.00,97.34,65.00,8.25,100.00,False
233541,95.00,97.37,65.15,7.99,100.00,False
234541,95.00,97.41,65.37,7.72,100.00,False
235541,95.00,97.49,65.56,7.30,100.00,False
236541,95.00,97.52,65.75,7.02,100.00,False
237541,95.00,97.60,65.97,6.59,100.00,False
238541,95.00,97.60,66.16,6.45,100.00,False
239541,95.00,97.64,66.35,6.17,100.00,False
240541,95.00,97.64,66.57,6.03,100.00,False
241541,95.00,97.68,66.76,5.75,100.00,False
242541,95.00,97.68,66.91,5.62,100.00,False
243541,95.00,97.71,67.09,5.33,100.00,False
244541,95.00,97.71,67.32,5.19,100.00,False
245541,95.00,97.75,67.54,4.91,100.00,False
246541,95.00,97.71,67.69,4.92,100.00,False
247541,95.00,97.71,67.88,4.78,100.00,False
248541,95.00,97.71,68.07,4.65,100.00,False
249541,95.00,97.79,68.26,4.21,100.00,False
250541,95.00,97.79,68.44,4.07,100.00,False
251541,95.00,97.79,68.67,3.93,100.00,False
252541,95.00,97.83,68.82,3.64,100.00,False
253541,95.00,97.75,69.00,3.79,100.00,False
254541,95.00,97.79,69.19,3.51,100.00,False
255541,95.00,97.86,69.34,3.07,100.00,False
256541,95.00,97.83,69.57,3.07,100.00,False
257541,95.00,97.83,69.79,2.93,100.00,False
258541,95.00,97.86,69.94,2.64,100.00,False
259541,95.00,97.83,70.09,2.64,100.00,False
260541,95.00,97.86,70.28,2.36,100.00,False
261541,95.00,97.83,70.47,2.36,100.00,False
262541,95.00,97.90,70.65,1.92,100.00,False
263541,95.00,97.86,70.88,1.92,100.00,False
264541,95.00,97.86,71.03,1.78,100.00,False
265541,95.00,97.86,71.22,1.64,100.00,False
266541,95.00,97.86,71.40,1.49,100.00,False
267541,95.00,97.86,71.55,1.35,100.00,False
268541,95.00,97.86,71.74,1.21,100.00,False
269541,95.00,97.86,71.93,1.06,100.00,False
270541,95.00,97.86,72.12,0.92,100.00,False
271541,95.00,97.86,72.27,0.78,100.00,False
272541,95.00,97.79,72.45,0.93,100.00,False
273541,95.00,97.83,72.64,0.65,100.00,False
274541,95.00,97.83,72.83,0.51,100.00,False
275541,95.00,97.83,72.98,0.37,100.00,False
276541,95.00,97.79,73.20,0.37,100.00,False
277541,95.00,97.83,73.35,0.09,100.00,False
278541,95.00,97.79,73.50,0.09,100.00,False
279541,95.00,97.75,73.73,0.11,100.00,False
280541,95.00,97.79,73.84,0.00,100.00,False
281541,95.00,97.75,74.03,0.00,100.00,False
282541,95.00,97.79,74.22,0.00,100.00,False
283541,95.00,97.79,74.40,0.00,100.00,False
284541,95.00,97.71,74.55,0.00,100.00,False
285541,95.00,97.75,74.74,0.00,100.00,False
286541,95.00,97.71,74.89,0.00,100.00,False
287541,95.00,97.71,75.08,0.00,100.00,False
288541,95.00,97.68,75.23,0.00,100.00,False
289541,95.00,97.71,75.42,0.00,100.00,False
290541,95.00,97.64,75.60,0.00,100.00,False
291541,95.00,97.64,75.75,0.00,100.00,False
292541,95.00,97.64,75.90,0.00,100.00,False
293541,95.00,97.60,76.09,0.00,100.00,False
294541,95.00,97.56,76.24,0.00,100.00,False
295541,95.00,97.60,76.43,0.00,100.00,False
296541,95.00,97.56,76.58,0.00,100.00,False
297541,95.00,97.56,76.77,0.00,100.00,False
298541,95.00,97.56,76.96,0.00,100.00,False
299541,95.00,97.56,77.11,0.00,100.00,False
300541,95.00,97.52,77.26,0.00,100.00,False
301541,95.00,97.49,77.41,0.00,100.00,False
302541,95.00,97.52,77.59,0.00,100.00,False
303541,95.00,97.45,77.78,0.00,100.00,False
304541,95.00,97.45,77.93,0.00,100.00,False
305541,95.00,97.45,78.08,0.00,100.00,False
306541,95.00,97.45,78.23,0.00,100.00,False
307541,95.00,97.41,78.42,0.00,100.00,False
308541,95.00,97.41,78.61,0.00,100.00,False
309541,95.00,97.34,78.76,0.00,100.00,False
310541,95.00,97.41,78.95,0.00,100.00,False
311541,95.00,97.34,79.06,0.00,100.00,False
312541,95.00,97.30,79.29,0.00,100.00,False
313541,95.00,97.30,79.40,0.00,100.00,False
314541,95.00,97.30,79.59,0.00,100.00,False
315541,95.00,97.26,79.74,0.00,100.00,False
316541,95.00,97.26,79.92,0.00,100.00,False
317541,95.00,97.22,80.07,0.00,100.00,False
318541,95.00,97.22,80.23,0.00,100.00,False
319541,95.00,97.18,80.41,0.00,100.00,False
320541,95.00,97.18,80.56,0.00,100.00,False
321541,95.00,97.18,80.71,0.00,100.00,False
322541,95.00,97.18,80.90,0.00,100.00,False
323541,95.00,97.15,81.05,0.00,100.00,False
324541,95.00,97.15,81.20,0.00,100.00,False
325541,95.00,97.11,81.32,0.00,100.00,False
326541,95.00,97.11,81.58,0.00,100.00,False
327541,95.00,97.11,81.65,0.00,100.00,False
328541,95.00,97.07,81.84,0.00,100.00,False
329541,95.00,97.07,81.99,0.00,100.00,False
330541,95.00,97.03,82.14,0.00,100.00,False
331541,95.00,97.03,82.33,0.00,100.00,False
332541,95.00,97.00,82.48,0.00,100.00,False
333541,95.00,97.00,82.59,0.00,100.00,False
334541,95.00,96.96,82.78,0.00,100.00,False
335541,95.00,96.96,82.97,0.00,100.00,False
336541,95.00,96.92,83.08,0.00,100.00,False
337541,95.00,96.92,83.23,0.00,100.00,False
338541,95.00,96.88,83.42,0.00,100.00,False
339541,95.00,96.88,83.53,0.00,100.00,False
340541,95.00,96.88,83.72,0.00,100.00,False
341541,95.00,96.84,83.87,0.00,100.00,False
342541,95.00,96.81,84.02,0.00,100.00,False
343541,95.00,96.81,84.17,0.00,100.00,False
344541,95.00,96.81,84.32,0.00,100.00,False
345541,95.00,96.77,84.48,0.00,100.00,False
346541,95.00,96.73,84.66,0.00,100.00,False
347541,95.00,96.73,84.81,0.00,100.00,False
348541,95.00,96.73,84.96,0.00,100.00,False
349541,95.00,96.69,85.12,0.00,100.00,False
350541,95.00,96.66,85.27,0.00,100.00,False
351541,95.00,96.66,85.42,0.00,100.00,False
352541,95.00,96.66,85.57,0.00,100.00,False
353541,95.00,96.66,85.76,0.00,100.00,False
354541,95.00,96.62,85.91,0.00,100.00,False
355541,95.00,96.58,86.06,0.00,100.00,False
356541,95.00,96.58,86.21,0.00,100.00,False
357541,95.00,96.58,86.36,0.00,100.00,False
358541,95.00,96.54,86.43,0.00,100.00,False
359541,95.00,96.50,86.66,0.00,100.00,False
360541,95.00,96.47,86.81,0.00,100.00,False
361541,95.00,96.50,86.96,0.00,100.00,False
362541,95.00,96.47,87.11,0.00,100.00,False
363541,95.00,96.43,87.22,0.00,100.00,False
364541,95.00,96.43,87.41,0.00,100.00,False
365541,95.00,96.39,87.56,0.00,100.00,False
366541,95.00,96.35,87.68,0.00,100.00,False
367541,95.00,96.39,87.86,0.00,100.00,False
368541,95.00,96.32,87.98,0.00,100.00,False
369541,95.00,96.35,88.13,0.00,100.00,False
370541,95.00,96.32,88.28,0.00,100.00,False
371541,95.00,96.28,88.43,0.00,100.00,False
372541,95.00,96.28,88.54,0.00,100.00,False
373541,95.00,96.28,88.73,0.00,100.00,False
374541,95.00,96.24,88.88,0.00,100.00,False
375541,95.00,96.20,89.03,0.00,100.00,False
376541,95.00,96.20,89.18,0.00,100.00,False
377541,95.00,96.16,89.37,0.00,100.00,False
378541,95.00,96.16,89.49,0.00,100.00,False
379541,95.00,96.13,89.60,0.00,100.00,False
380541,95.00,96.09,89.79,0.00,100.00,False
381541,95.00,96.05,89.94,0.00,100.00,False
382541,95.00,96.09,90.09,0.00,100.00,False
383541,95.00,96.09,90.20,0.00,100.00,False
384541,95.00,96.01,90.31,0.00,100.00,False
385541,95.00,96.01,90.50,0.00,100.00,False
386541,95.00,96.01,90.65,0.00,100.00,False
387541,95.00,95.94,90.80,0.00,100.00,False
388541,95.00,95.98,90.92,0.00,100.00,False
389541,95.00,95.98,91.11,0.00,97.85,False
390541,95.00,95.94,91.26,0.00,94.84,False
391541,95.00,95.90,91.37,0.00,92.57,False
392541,95.00,95.90,91.52,0.00,89.55,False
393541,95.00,95.90,91.63,0.00,87.29,False
394541,95.00,95.86,91.79,0.00,84.27,False
395541,95.00,95.79,91.94,0.00,81.26,False
396541,95.00,95.86,92.09,0.00,78.24,False
397541,95.00,95.79,92.24,0.00,75.22,False
398541,95.00,95.75,92.35,0.00,72.96,False
399541,95.00,95.75,92.50,0.00,69.94,False
400541,95.00,95.71,92.58,0.00,68.43,False
401541,95.00,95.71,92.77,0.00,64.66,False
402541,95.00,95.67,92.84,0.00,63.15,False
403541,95.00,95.67,92.96,0.00,60.88,False
404541,95.00,95.64,93.07,0.00,58.62,False
405541,95.00,95.64,93.22,0.00,55.60,False
406541,95.00,95.60,93.29,0.00,54.09,False
407541,95.00,95.60,93.41,0.00,51.82,False
408541,95.00,95.56,93.52,0.00,49.56,False
409541,95.00,95.56,93.60,0.00,48.05,False
410541,95.00,95.52,93.63,0.00,47.30,False
411541,95.00,95.48,93.75,0.00,45.03,False
412541,95.00,95.48,93.82,0.00,43.52,False
413541,95.00,95.45,93.90,0.00,42.01,False
414541,95.00,95.45,93.94,0.00,41.26,False
415541,95.00,95.41,93.97,0.00,40.50,False
416541,95.00,95.41,94.01,0.00,39.75,False
417541,95.00,95.37,94.05,0.00,38.99,False
418541,95.00,95.33,94.09,0.00,38.24,False
419541,95.00,95.33,94.13,0.00,37.48,False
420541,95.00,95.30,94.16,0.00,36.73,False
421541,95.00,95.33,94.16,0.00,36.73,False
422541,95.00,95.22,94.20,0.00,35.97,False
423541,95.00,95.26,94.16,0.00,36.73,False
424541,95.00,95.22,94.20,0.00,35.97,False
425541,95.00,95.22,94.20,0.00,35.97,False
426541,95.00,95.18,94.20,0.00,35.97,False
427541,95.00,95.14,94.24,0.00,35.22,False
428541,95.00,95.14,94.16,0.00,36.73,False
429541,95.00,95.11,94.13,0.00,37.48,False
430541,95.00,95.07,94.16,0.00,36.73,False
431541,95.00,95.07,94.13,0.00,37.48,False
432541,95.00,95.07,94.09,0.00,38.24,False
433541,95.00,94.99,94.09,0.00,38.24,False
434541,95.00,95.03,94.05,0.00,38.99,False
435541,95.00,95.03,94.01,0.00,39.75,False
436541,95.00,94.99,93.97,0.00,40.50,False
437541,95.00,94.96,93.94,0.00,41.26,False
438541,95.00,94.96,93.90,0.00,42.01,False
439541,95.00,94.96,93.86,0.00,42.77,False
440541,95.00,94.92,93.82,0.00,43.52,False
441541,95.00,94.88,93.82,0.00,43.52,False
442541,95.00,94.84,93.75,0.10,45.03,False
443541,95.00,94.84,93.67,0.11,46.54,False
444541,95.00,94.84,93.67,0.12,46.54,False
445541,95.00,94.80,93.60,0.28,48.05,False
446541,95.00,94.77,93.56,0.44,48.80,False
447541,95.00,94.73,93.56,0.60,48.80,False
448541,95.00,94.73,93.48,0.62,50.31,False
449541,95.00,94.69,93.48,0.78,50.31,False
450541,95.00,94.69,93.45,0.80,51.07,False
451541,95.00,94.69,93.37,0.82,52.58,False
452541,95.00,94.65,93.41,0.98,51.82,False
453541,95.00,94.58,93.33,1.30,53.33,False
454541,95.00,94.58,93.33,1.33,53.33,False
455541,95.00,94.58,93.29,1.35,54.09,False
456541,95.00,94.54,93.26,1.52,54.84,False
457541,95.00,94.50,93.26,1.70,54.84,False
458541,95.00,94.54,93.18,1.58,56.35,False
459541,95.00,94.47,93.18,1.89,56.35,False
460541,95.00,94.50,93.18,1.78,56.35,False
461541,95.00,94.47,93.14,1.95,57.11,False
462541,95.00,94.43,93.14,2.13,57.11,False
463541,95.00,94.39,93.11,2.31,57.86,False
464541,95.00,94.39,93.11,2.35,57.86,False
465541,95.00,94.35,93.11,2.53,57.86,False
466541,95.00,94.35,93.11,2.56,57.86,False
467541,95.00,94.35,93.07,2.59,58.62,False
468541,95.00,94.28,93.07,2.92,58.62,False
469541,95.00,94.28,93.07,2.97,58.62,False
470541,95.00,94.28,93.07,3.00,58.62,False
471541,95.00,94.24,93.07,3.19,58.62,False
472541,95.00,94.20,93.11,3.38,57.86,False
473541,95.00,94.16,93.07,3.57,58.62,False
474541,95.00,94.16,93.11,3.62,57.86,False
475541,95.00,94.13,93.11,3.81,57.86,False
476541,95.00,94.13,93.11,3.86,57.86,False
477541,95.00,94.05,93.11,4.20,57.86,False
478541,95.00,94.09,93.14,4.11,57.11,False
479541,95.00,94.05,93.14,4.30,57.11,False
480541,95.00,94.05,93.14,4.35,57.11,False
481541,95.00,94.05,93.18,4.40,56.35,False
482541,95.00,94.01,93.18,4.59,56.35,False
483541,95.00,93.97,93.18,4.79,56.35,False
484541,95.00,93.97,93.22,4.85,55.60,False
485541,95.00,93.94,93.22,5.05,55.60,False
486541,95.00,93.94,93.26,5.11,54.84,False
487541,95.00,93.90,93.29,5.31,54.09,False
488541,95.00,93.86,93.29,5.52,54.09,False
489541,95.00,93.86,93.29,5.58,54.09,False
490541,95.00,93.86,93.37,5.63,52.58,False
491541,95.00,93.82,93.37,5.84,52.58,False
492541,95.00,93.82,93.37,5.90,52.58,False
493541,95.00,93.75,93.41,6.26,51.82,False
494541,95.00,93.75,93.45,6.33,51.07,False
495541,95.00,93.71,93.45,6.54,51.07,False
496541,95.00,93.71,93.52,6.61,49.56,False
497541,95.00,93.71,93.52,6.67,49.56,False
498541,95.00,93.67,93.52,6.89,49.56,False
499541,95.00,93.67,93.56,6.96,48.80,False
500541,95.00,93.63,93.56,7.17,48.80,False
501541,95.00,93.60,93.56,7.40,48.80,False
502541,95.00,93.60,93.63,7.47,47.30,False
503541,95.00,93.60,93.60,7.54,48.05,False
504541,95.00,93.56,93.63,7.76,47.30,False
505541,95.00,93.56,93.71,7.83,45.79,False
506541,95.00,93.52,93.71,8.06,45.79,False
507541,95.00,93.48,93.67,8.28,46.54,False
508541,95.00,93.48,93.75,8.36,45.03,False
509541,95.00,93.48,93.75,8.44,45.03,False
510541,95.00,93.45,93.79,8.66,44.28,False
511541,95.00,93.45,93.79,8.74,44.28,False
512541,95.00,93.41,93.79,8.97,44.28,False
513541,95.00,93.41,93.79,9.05,44.28,False
514541,95.00,93.41,93.82,9.13,43.52,False
515541,95.00,93.37,93.82,9.36,43.52,False
516541,95.00,93.33,93.86,9.60,42.77,False
517541,95.00,93.33,93.86,9.68,42.77,False
518541,95.00,93.33,93.82,9.77,43.52,False
519541,95.00,93.29,93.86,10.00,42.77,False
520541,95.00,93.29,93.90,10.09,42.01,False
521541,95.00,93.26,93.86,10.32,42.77,False
522541,95.00,93.26,93.90,10.41,42.01,False
523541,95.00,93.22,93.90,10.65,42.01,False
524541,95.00,93.22,93.97,10.74,40.50,False
525541,95.00,93.18,93.90,10.98,42.01,False
526541,95.00,93.18,93.90,11.08,42.01,False
527541,95.00,93.22,93.94,11.02,41.26,False
528541,95.00,93.18,93.94,11.25,41.26,False
529541,95.00,93.14,93.94,11.50,41.26,False
530541,95.00,93.18,93.90,11.44,42.01,False
531541,95.00,93.14,93.94,11.68,41.26,False
532541,95.00,93.14,93.94,11.78,41.26,False
533541,95.00,93.14,93.90,11.87,42.01,False
534541,95.00,93.14,93.97,11.96,40.50,False
535541,95.00,93.14,93.86,12.05,42.77,False
536541,95.00,93.14,93.97,12.15,40.50,False
537541,95.00,93.11,93.94,12.39,41.26,False
538541,95.00,93.11,93.94,12.49,41.26,False
539541,95.00,93.18,93.94,12.28,41.26,False
540541,95.00,93.14,93.90,12.52,42.01,False
541541,95.00,93.14,93.94,12.61,41.26,False
542541,95.00,93.14,93.94,12.71,41.26,False
543541,95.00,93.14,93.90,12.80,42.01,False
544541,95.00,93.22,93.90,12.59,42.01,False
545541,95.00,93.22,93.90,12.67,42.01,False
546541,95.00,93.22,93.94,12.76,41.26,False
547541,95.00,93.29,93.90,12.55,42.01,False
548541,95.00,93.29,93.86,12.63,42.77,False
549541,95.00,93.29,93.90,12.72,42.01,False
550541,95.00,93.33,93.86,12.65,42.77,False
551541,95.00,93.37,93.86,12.58,42.77,False
552541,95.00,93.41,93.90,12.51,42.01,False
553541,95.00,93.37,93.94,12.74,41.26,False
554541,95.00,93.45,93.86,12.53,42.77,False
555541,95.00,93.48,93.94,12.45,41.26,False
556541,95.00,93.48,93.90,12.52,42.01,False
557541,95.00,93.52,93.90,12.44,42.01,False
558541,95.00,93.60,93.90,12.22,42.01,False
559541,95.00,93.63,93.90,12.13,42.01,False
560541,95.00,93.63,93.90,12.19,42.01,False
561541,95.00,93.71,93.90,11.97,42.01,False
562541,95.00,93.75,93.90,11.87,42.01,False
563541,95.00,93.79,93.86,11.78,42.77,False
564541,95.00,93.82,93.90,11.69,42.01,False
565541,95.00,93.82,93.90,11.75,42.01,False
566541,95.00,93.90,93.94,11.51,41.26,False
567541,95.00,93.94,93.90,11.40,42.01,False
568541,95.00,94.01,93.94,11.16,41.26,False
569541,95.00,94.05,93.90,11.05,42.01,False
570541,95.00,94.09,93.90,10.94,42.01,False
571541,95.00,94.13,93.90,10.84,42.01,False
572541,95.00,94.20,93.94,10.58,41.26,False
573541,95.00,94.20,93.94,10.61,41.26,False
574541,95.00,94.28,93.94,10.35,41.26,False
575541,95.00,94.31,93.94,10.23,41.26,False
576541,95.00,94.43,93.94,9.81,41.26,False
577541,95.00,94.43,93.94,9.83,41.26,False
578541,95.00,94.47,93.94,9.71,41.26,False
579541,95.00,94.50,93.94,9.59,41.26,False
580541,95.00,94.54,93.97,9.46,40.50,False
581541,95.00,94.54,93.94,9.48,41.26,False
582541,95.00,94.58,93.97,9.35,40.50,False
583541,95.00,94.65,94.01,9.07,39.75,False
584541,95.00,94.69,94.01,8.93,39.75,False
585541,95.00,94.69,94.01,8.94,39.75,False
586541,95.00,94.73,93.94,8.81,41.26,False
587541,95.00,94.77,93.97,8.67,40.50,False
588541,95.00,94.80,94.01,8.53,39.75,False
589541,95.00,94.84,94.01,8.38,39.75,False
590541,95.00,94.88,94.01,8.24,39.75,False
591541,95.00,94.96,94.01,7.94,39.75,False
592541,95.00,94.96,94.01,7.94,39.75,False
593541,95.00,94.96,94.01,7.94,39.75,False
594541,95.00,94.99,94.01,7.79,39.75,False
595541,95.00,95.07,94.01,7.49,39.75,False
596541,95.00,95.11,94.05,7.33,38.99,False
597541,95.00,95.11,94.01,7.32,39.75,False
598541,95.00,95.14,94.09,7.17,38.24,False
599541,95.00,95.18,94.09,7.01,38.24,False
600541,95.00,95.18,94.09,6.99,38.24,False
601541,95.00,95.22,94.09,6.84,38.24,False
602541,95.00,95.30,94.09,6.52,38.24,False
